customer_id,name,gender,date_of_birth,age,marital_status,education_level,occupation,income,region,join_date,email,phone,score_id,score,date_recorded,risk_level,total_loans,defaults,paid_loans,approved_loans,total_balance,account_id,average_transaction,transaction_count,total_amount,min_transaction,max_transaction,transaction_std_dev,has_savings,has_credit,has_loan_account,has_current,kmeans_cluster,hc_cluster,dbscan_cluster,segment_label
3,Nu Htun,Other,1951-03-18,74,Married,Master,Bank Employee,3596227.38,Monywa,2017-02-17,nu.htun@gmail.com,959474801417,9,469,2024-11-21,High,0,0,0,0,42299889.48,5,2078750.0608333333,24,49890001.46,63823.56,4637275.32,1385440.1493180047,1,0,0,0,2,2,1,Young Borrowers
4,Win Myint,Male,1973-03-22,52,Divorced,PhD,Farmer,3866394.63,Naypyidaw,2016-03-22,win.myint@gmail.com,959278065412,10,751,2020-03-31,Low,0,0,0,0,32305672.25,6,2482654.8005882357,17,42205131.61,114574.86,4864053.63,1308620.973562915,0,1,0,0,4,3,2,Infrequent Users
4,Win Myint,Male,1973-03-22,52,Divorced,PhD,Farmer,3866394.63,Naypyidaw,2016-03-22,win.myint@gmail.com,959278065412,11,680,2019-05-23,Medium,0,0,0,0,32305672.25,6,2482654.8005882357,17,42205131.61,114574.86,4864053.63,1308620.973562915,0,1,0,0,4,3,2,Infrequent Users
4,Win Myint,Male,1973-03-22,52,Divorced,PhD,Farmer,3866394.63,Naypyidaw,2016-03-22,win.myint@gmail.com,959278065412,12,729,2024-12-05,Low,0,0,0,0,32305672.25,6,2482654.8005882357,17,42205131.61,114574.86,4864053.63,1308620.973562915,0,1,0,0,4,3,2,Infrequent Users
4,Win Myint,Male,1973-03-22,52,Divorced,PhD,Farmer,3866394.63,Naypyidaw,2016-03-22,win.myint@gmail.com,959278065412,13,737,2023-03-31,Low,0,0,0,0,32305672.25,6,2482654.8005882357,17,42205131.61,114574.86,4864053.63,1308620.973562915,0,1,0,0,4,3,2,Infrequent Users
4,Win Myint,Male,1973-03-22,52,Divorced,PhD,Farmer,3866394.63,Naypyidaw,2016-03-22,win.myint@gmail.com,959278065412,14,721,2020-10-27,Low,0,0,0,0,32305672.25,6,2482654.8005882357,17,42205131.61,114574.86,4864053.63,1308620.973562915,0,1,0,0,4,3,2,Infrequent Users
5,Yin Zaw,Other,1972-05-11,53,Divorced,Middle School,Business Owner,4798901.44,Taunggyi,2024-01-06,yin.zaw@gmail.com,959549567288,15,607,2024-11-18,Medium,1,0,0,0,11814130.24,7,2907887.7660869565,23,66881418.62,61321.52,4977677.22,1399826.0860532154,0,1,0,0,4,3,0,Infrequent Users
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,16,743,2024-11-01,Low,0,0,0,0,25137804.4,8,2024849.760526316,19,38472145.45,49002.78,4896908.07,1424044.5525021013,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,16,743,2024-11-01,Low,0,0,0,0,25137804.4,9,2308971.083333333,15,34634566.25,98378.64,4783578.2,1526916.8244554382,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,17,741,2024-09-02,Low,0,0,0,0,25137804.4,8,2024849.760526316,19,38472145.45,49002.78,4896908.07,1424044.5525021013,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,17,741,2024-09-02,Low,0,0,0,0,25137804.4,9,2308971.083333333,15,34634566.25,98378.64,4783578.2,1526916.8244554382,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,18,704,2024-09-07,Low,0,0,0,0,25137804.4,8,2024849.760526316,19,38472145.45,49002.78,4896908.07,1424044.5525021013,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,18,704,2024-09-07,Low,0,0,0,0,25137804.4,9,2308971.083333333,15,34634566.25,98378.64,4783578.2,1526916.8244554382,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,19,770,2024-08-30,Low,0,0,0,0,25137804.4,8,2024849.760526316,19,38472145.45,49002.78,4896908.07,1424044.5525021013,0,0,0,1,1,2,3,Affluent Savers
6,Zaw Moe,Male,1960-06-22,65,Single,High School,Engineer,3137512.35,Yangon,2024-07-15,zaw.moe@gmail.com,959754592968,19,770,2024-08-30,Low,0,0,0,0,25137804.4,9,2308971.083333333,15,34634566.25,98378.64,4783578.2,1526916.8244554382,0,0,0,1,1,2,3,Affluent Savers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,20,749,2023-10-30,Low,1,0,0,0,35455155.269999996,10,2178991.7013333333,15,32684875.52,508098.14,4760274.78,1537931.9012546896,1,0,1,0,2,2,4,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,20,749,2023-10-30,Low,1,0,0,0,35455155.269999996,11,2700521.999130435,23,62112005.98,128094.01,4642399.05,1559230.9190916345,1,0,1,0,2,2,5,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,21,770,2020-03-03,Low,1,0,0,0,35455155.269999996,10,2178991.7013333333,15,32684875.52,508098.14,4760274.78,1537931.9012546896,1,0,1,0,2,2,4,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,21,770,2020-03-03,Low,1,0,0,0,35455155.269999996,11,2700521.999130435,23,62112005.98,128094.01,4642399.05,1559230.9190916345,1,0,1,0,2,2,5,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,22,770,2019-12-01,Low,1,0,0,0,35455155.269999996,10,2178991.7013333333,15,32684875.52,508098.14,4760274.78,1537931.9012546896,1,0,1,0,2,2,4,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,22,770,2019-12-01,Low,1,0,0,0,35455155.269999996,11,2700521.999130435,23,62112005.98,128094.01,4642399.05,1559230.9190916345,1,0,1,0,2,2,5,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,23,772,2023-05-22,Low,1,0,0,0,35455155.269999996,10,2178991.7013333333,15,32684875.52,508098.14,4760274.78,1537931.9012546896,1,0,1,0,2,2,4,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,23,772,2023-05-22,Low,1,0,0,0,35455155.269999996,11,2700521.999130435,23,62112005.98,128094.01,4642399.05,1559230.9190916345,1,0,1,0,2,2,5,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,24,748,2025-02-05,Low,1,0,0,0,35455155.269999996,10,2178991.7013333333,15,32684875.52,508098.14,4760274.78,1537931.9012546896,1,0,1,0,2,2,4,Young Borrowers
7,Phyu Hlaing,Other,1974-11-16,51,Single,Diploma,Teacher,2894590.97,Sittwe,2018-08-03,phyu.hlaing@gmail.com,959894064955,24,748,2025-02-05,Low,1,0,0,0,35455155.269999996,11,2700521.999130435,23,62112005.98,128094.01,4642399.05,1559230.9190916345,1,0,1,0,2,2,5,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,25,720,2025-03-03,Low,0,0,0,0,45075880.400000006,12,2454719.261904762,21,51549104.5,80234.3,4940969.35,1613923.2352987283,1,0,1,1,2,4,6,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,25,720,2025-03-03,Low,0,0,0,0,45075880.400000006,13,2140095.0865625,32,68483042.77,245512,4963501.22,1451729.4992352647,1,0,1,1,2,4,6,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,25,720,2025-03-03,Low,0,0,0,0,45075880.400000006,14,3014968.439166667,24,72359242.54,506553.78,4816823.36,1226877.5167297786,1,0,1,1,2,4,0,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,26,664,2020-04-29,Medium,0,0,0,0,45075880.400000006,12,2454719.261904762,21,51549104.5,80234.3,4940969.35,1613923.2352987283,1,0,1,1,2,4,6,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,26,664,2020-04-29,Medium,0,0,0,0,45075880.400000006,13,2140095.0865625,32,68483042.77,245512,4963501.22,1451729.4992352647,1,0,1,1,2,4,6,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,26,664,2020-04-29,Medium,0,0,0,0,45075880.400000006,14,3014968.439166667,24,72359242.54,506553.78,4816823.36,1226877.5167297786,1,0,1,1,2,4,0,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,27,712,2020-03-08,Low,0,0,0,0,45075880.400000006,12,2454719.261904762,21,51549104.5,80234.3,4940969.35,1613923.2352987283,1,0,1,1,2,4,6,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,27,712,2020-03-08,Low,0,0,0,0,45075880.400000006,13,2140095.0865625,32,68483042.77,245512,4963501.22,1451729.4992352647,1,0,1,1,2,4,6,Young Borrowers
8,Nu Kyaw,Female,1985-08-22,40,Single,Primary,Bank Employee,1371121.9,Mawlamyine,2018-02-11,nu.kyaw@gmail.com,959556681438,27,712,2020-03-08,Low,0,0,0,0,45075880.400000006,14,3014968.439166667,24,72359242.54,506553.78,4816823.36,1226877.5167297786,1,0,1,1,2,4,0,Young Borrowers
9,Kyaw Win,Male,2002-06-07,23,Widowed,High School,Driver,3287716.89,Taunggyi,2018-08-22,kyaw.win@gmail.com,959938132103,28,695,2018-12-19,Medium,1,0,0,0,14905978.96,15,2745505.198666666,30,82365155.96,111553.8,4375804.63,1248428.90240556,1,0,0,0,2,2,0,Young Borrowers
10,Myo Zaw,Male,1995-07-15,30,Married,Master,Merchant,3598555.47,Mandalay,2023-12-23,myo.zaw@gmail.com,959476118082,29,655,2024-02-06,Medium,0,0,0,0,20356272.51,NA,0,NA,NA,NA,NA,NA,1,0,0,0,3,1,0,Frequent Spenders
10,Myo Zaw,Male,1995-07-15,30,Married,Master,Merchant,3598555.47,Mandalay,2023-12-23,myo.zaw@gmail.com,959476118082,30,612,2024-04-12,Medium,0,0,0,0,20356272.51,NA,0,NA,NA,NA,NA,NA,1,0,0,0,3,1,0,Frequent Spenders
10,Myo Zaw,Male,1995-07-15,30,Married,Master,Merchant,3598555.47,Mandalay,2023-12-23,myo.zaw@gmail.com,959476118082,31,643,2024-08-20,Medium,0,0,0,0,20356272.51,NA,0,NA,NA,NA,NA,NA,1,0,0,0,3,1,0,Frequent Spenders
11,Khin Hlaing,Other,1960-02-04,65,Married,Middle School,Driver,2083440.58,Pathein,2023-07-30,khin.hlaing@gmail.com,959538278676,32,550,2025-02-01,High,0,0,0,0,44287110.41,17,2950695.556875,16,47211128.91,454581.72,4928194.48,1405215.9876590616,0,1,0,0,4,3,7,Infrequent Users
11,Khin Hlaing,Other,1960-02-04,65,Married,Middle School,Driver,2083440.58,Pathein,2023-07-30,khin.hlaing@gmail.com,959538278676,33,592,2024-06-14,High,0,0,0,0,44287110.41,17,2950695.556875,16,47211128.91,454581.72,4928194.48,1405215.9876590616,0,1,0,0,4,3,7,Infrequent Users
11,Khin Hlaing,Other,1960-02-04,65,Married,Middle School,Driver,2083440.58,Pathein,2023-07-30,khin.hlaing@gmail.com,959538278676,34,543,2025-01-25,High,0,0,0,0,44287110.41,17,2950695.556875,16,47211128.91,454581.72,4928194.48,1405215.9876590616,0,1,0,0,4,3,7,Infrequent Users
11,Khin Hlaing,Other,1960-02-04,65,Married,Middle School,Driver,2083440.58,Pathein,2023-07-30,khin.hlaing@gmail.com,959538278676,35,577,2024-01-06,High,0,0,0,0,44287110.41,17,2950695.556875,16,47211128.91,454581.72,4928194.48,1405215.9876590616,0,1,0,0,4,3,7,Infrequent Users
12,Myo Htun,Male,1952-01-28,73,Married,PhD,Farmer,4083715.26,Monywa,2020-11-03,myo.htun@gmail.com,959156069497,36,850,2022-09-28,Low,1,0,0,0,36214480.31,NA,0,NA,NA,NA,NA,NA,0,0,1,0,3,1,0,Frequent Spenders
12,Myo Htun,Male,1952-01-28,73,Married,PhD,Farmer,4083715.26,Monywa,2020-11-03,myo.htun@gmail.com,959156069497,37,850,2025-03-16,Low,1,0,0,0,36214480.31,NA,0,NA,NA,NA,NA,NA,0,0,1,0,3,1,0,Frequent Spenders
12,Myo Htun,Male,1952-01-28,73,Married,PhD,Farmer,4083715.26,Monywa,2020-11-03,myo.htun@gmail.com,959156069497,38,850,2023-11-07,Low,1,0,0,0,36214480.31,NA,0,NA,NA,NA,NA,NA,0,0,1,0,3,1,0,Frequent Spenders
13,Hla Kyaw,Female,1949-04-09,76,Divorced,Middle School,Bank Employee,2646386.92,Myitkyina,2016-03-28,hla.kyaw@gmail.com,959420734068,39,797,2024-07-23,Low,0,0,0,0,28552959.24,19,2143515.842857143,21,45013832.7,9642.77,4961444.51,1679349.1931301467,0,0,0,1,1,2,8,Affluent Savers
13,Hla Kyaw,Female,1949-04-09,76,Divorced,Middle School,Bank Employee,2646386.92,Myitkyina,2016-03-28,hla.kyaw@gmail.com,959420734068,40,784,2017-09-15,Low,0,0,0,0,28552959.24,19,2143515.842857143,21,45013832.7,9642.77,4961444.51,1679349.1931301467,0,0,0,1,1,2,8,Affluent Savers
13,Hla Kyaw,Female,1949-04-09,76,Divorced,Middle School,Bank Employee,2646386.92,Myitkyina,2016-03-28,hla.kyaw@gmail.com,959420734068,41,773,2025-01-17,Low,0,0,0,0,28552959.24,19,2143515.842857143,21,45013832.7,9642.77,4961444.51,1679349.1931301467,0,0,0,1,1,2,8,Affluent Savers
13,Hla Kyaw,Female,1949-04-09,76,Divorced,Middle School,Bank Employee,2646386.92,Myitkyina,2016-03-28,hla.kyaw@gmail.com,959420734068,42,731,2020-11-09,Low,0,0,0,0,28552959.24,19,2143515.842857143,21,45013832.7,9642.77,4961444.51,1679349.1931301467,0,0,0,1,1,2,8,Affluent Savers
13,Hla Kyaw,Female,1949-04-09,76,Divorced,Middle School,Bank Employee,2646386.92,Myitkyina,2016-03-28,hla.kyaw@gmail.com,959420734068,43,733,2021-10-13,Low,0,0,0,0,28552959.24,19,2143515.842857143,21,45013832.7,9642.77,4961444.51,1679349.1931301467,0,0,0,1,1,2,8,Affluent Savers
14,Min Oo,Male,1992-07-14,33,Married,Master,Fisherman,2833193.26,Sittwe,2022-04-16,min.oo@gmail.com,959853301447,44,718,2023-12-27,Low,1,0,0,0,41450789.32,20,2474022.9688888886,18,44532413.44,53138.11,4935440.39,1647591.173088433,1,0,0,0,2,2,0,Young Borrowers
14,Min Oo,Male,1992-07-14,33,Married,Master,Fisherman,2833193.26,Sittwe,2022-04-16,min.oo@gmail.com,959853301447,45,780,2022-04-24,Low,1,0,0,0,41450789.32,20,2474022.9688888886,18,44532413.44,53138.11,4935440.39,1647591.173088433,1,0,0,0,2,2,0,Young Borrowers
14,Min Oo,Male,1992-07-14,33,Married,Master,Fisherman,2833193.26,Sittwe,2022-04-16,min.oo@gmail.com,959853301447,46,737,2022-10-30,Low,1,0,0,0,41450789.32,20,2474022.9688888886,18,44532413.44,53138.11,4935440.39,1647591.173088433,1,0,0,0,2,2,0,Young Borrowers
14,Min Oo,Male,1992-07-14,33,Married,Master,Fisherman,2833193.26,Sittwe,2022-04-16,min.oo@gmail.com,959853301447,47,727,2024-09-15,Low,1,0,0,0,41450789.32,20,2474022.9688888886,18,44532413.44,53138.11,4935440.39,1647591.173088433,1,0,0,0,2,2,0,Young Borrowers
15,Nu Moe,Female,1998-01-05,27,Divorced,Middle School,Government Employee,2694773.58,Mandalay,2020-03-17,nu.moe@gmail.com,959726337240,48,546,2023-12-20,High,0,0,0,0,20198919.259999998,21,2670241.69375,24,64085800.65,347845.03,4686117.47,1309200.6809312394,1,1,0,0,4,3,9,Infrequent Users
15,Nu Moe,Female,1998-01-05,27,Divorced,Middle School,Government Employee,2694773.58,Mandalay,2020-03-17,nu.moe@gmail.com,959726337240,48,546,2023-12-20,High,0,0,0,0,20198919.259999998,22,3014150.7744,25,75353769.36,486247.6,4880647.51,1388851.3736128998,1,1,0,0,4,3,9,Infrequent Users
15,Nu Moe,Female,1998-01-05,27,Divorced,Middle School,Government Employee,2694773.58,Mandalay,2020-03-17,nu.moe@gmail.com,959726337240,49,575,2020-10-16,High,0,0,0,0,20198919.259999998,21,2670241.69375,24,64085800.65,347845.03,4686117.47,1309200.6809312394,1,1,0,0,4,3,9,Infrequent Users
15,Nu Moe,Female,1998-01-05,27,Divorced,Middle School,Government Employee,2694773.58,Mandalay,2020-03-17,nu.moe@gmail.com,959726337240,49,575,2020-10-16,High,0,0,0,0,20198919.259999998,22,3014150.7744,25,75353769.36,486247.6,4880647.51,1388851.3736128998,1,1,0,0,4,3,9,Infrequent Users
15,Nu Moe,Female,1998-01-05,27,Divorced,Middle School,Government Employee,2694773.58,Mandalay,2020-03-17,nu.moe@gmail.com,959726337240,50,582,2023-01-22,High,0,0,0,0,20198919.259999998,21,2670241.69375,24,64085800.65,347845.03,4686117.47,1309200.6809312394,1,1,0,0,4,3,9,Infrequent Users
15,Nu Moe,Female,1998-01-05,27,Divorced,Middle School,Government Employee,2694773.58,Mandalay,2020-03-17,nu.moe@gmail.com,959726337240,50,582,2023-01-22,High,0,0,0,0,20198919.259999998,22,3014150.7744,25,75353769.36,486247.6,4880647.51,1388851.3736128998,1,1,0,0,4,3,9,Infrequent Users
16,Zaw Oo,Male,1967-06-18,58,Married,PhD,Bank Employee,2284151.84,Mandalay,2024-01-09,zaw.oo@gmail.com,959801863756,51,811,2024-10-15,Low,0,0,0,0,37200509.12,23,2544241.58,22,55973314.76,54378.72,4529177.45,1490782.4846575498,0,0,1,0,1,4,0,Affluent Savers
16,Zaw Oo,Male,1967-06-18,58,Married,PhD,Bank Employee,2284151.84,Mandalay,2024-01-09,zaw.oo@gmail.com,959801863756,52,831,2024-11-05,Low,0,0,0,0,37200509.12,23,2544241.58,22,55973314.76,54378.72,4529177.45,1490782.4846575498,0,0,1,0,1,4,0,Affluent Savers
17,Yin Myint,Female,1966-09-30,59,Widowed,Bachelor,Merchant,4864068.37,Yangon,2020-05-01,yin.myint@gmail.com,959563614851,53,528,2021-07-01,High,0,0,0,0,5349632.52,24,2347841.1845454546,22,51652506.06,60982.72,4513564.62,1367882.4799930938,0,0,1,0,1,4,0,Affluent Savers
17,Yin Myint,Female,1966-09-30,59,Widowed,Bachelor,Merchant,4864068.37,Yangon,2020-05-01,yin.myint@gmail.com,959563614851,54,467,2021-02-01,High,0,0,0,0,5349632.52,24,2347841.1845454546,22,51652506.06,60982.72,4513564.62,1367882.4799930938,0,0,1,0,1,4,0,Affluent Savers
18,Hla Hlaing,Other,2002-04-30,23,Divorced,PhD,Bank Employee,1898824.72,Mawlamyine,2015-05-06,hla.hlaing@gmail.com,959843660490,55,341,2023-04-05,High,0,0,0,0,21979375.88,NA,0,NA,NA,NA,NA,NA,0,0,0,1,3,1,0,Frequent Spenders
18,Hla Hlaing,Other,2002-04-30,23,Divorced,PhD,Bank Employee,1898824.72,Mawlamyine,2015-05-06,hla.hlaing@gmail.com,959843660490,56,386,2023-04-03,High,0,0,0,0,21979375.88,NA,0,NA,NA,NA,NA,NA,0,0,0,1,3,1,0,Frequent Spenders
19,Khin Lin,Female,1962-05-25,63,Single,Master,Tour Guide,1537928.54,Pathein,2024-01-07,khin.lin@gmail.com,959624986895,57,619,2024-02-28,Medium,0,0,0,0,8462648.61,27,2581546.8276190474,21,54212483.38,610115.09,4852183.1,1389222.5898031949,0,1,0,0,4,3,0,Infrequent Users
19,Khin Lin,Female,1962-05-25,63,Single,Master,Tour Guide,1537928.54,Pathein,2024-01-07,khin.lin@gmail.com,959624986895,58,569,2024-12-21,High,0,0,0,0,8462648.61,27,2581546.8276190474,21,54212483.38,610115.09,4852183.1,1389222.5898031949,0,1,0,0,4,3,0,Infrequent Users
19,Khin Lin,Female,1962-05-25,63,Single,Master,Tour Guide,1537928.54,Pathein,2024-01-07,khin.lin@gmail.com,959624986895,59,588,2024-11-26,High,0,0,0,0,8462648.61,27,2581546.8276190474,21,54212483.38,610115.09,4852183.1,1389222.5898031949,0,1,0,0,4,3,0,Infrequent Users
20,Yan Win,Male,1979-01-03,46,Divorced,PhD,Bank Employee,2686015.55,Bago,2018-08-03,yan.win@gmail.com,959564450357,60,838,2020-02-13,Low,0,0,0,0,12324871.01,28,2347853.09,16,37565649.44,263064.99,4684577.99,1503203.4700945506,0,0,1,0,1,4,10,Affluent Savers
20,Yan Win,Male,1979-01-03,46,Divorced,PhD,Bank Employee,2686015.55,Bago,2018-08-03,yan.win@gmail.com,959564450357,61,850,2020-01-27,Low,0,0,0,0,12324871.01,28,2347853.09,16,37565649.44,263064.99,4684577.99,1503203.4700945506,0,0,1,0,1,4,10,Affluent Savers
20,Yan Win,Male,1979-01-03,46,Divorced,PhD,Bank Employee,2686015.55,Bago,2018-08-03,yan.win@gmail.com,959564450357,62,818,2025-01-18,Low,0,0,0,0,12324871.01,28,2347853.09,16,37565649.44,263064.99,4684577.99,1503203.4700945506,0,0,1,0,1,4,10,Affluent Savers
20,Yan Win,Male,1979-01-03,46,Divorced,PhD,Bank Employee,2686015.55,Bago,2018-08-03,yan.win@gmail.com,959564450357,63,850,2019-06-12,Low,0,0,0,0,12324871.01,28,2347853.09,16,37565649.44,263064.99,4684577.99,1503203.4700945506,0,0,1,0,1,4,10,Affluent Savers
20,Yan Win,Male,1979-01-03,46,Divorced,PhD,Bank Employee,2686015.55,Bago,2018-08-03,yan.win@gmail.com,959564450357,64,840,2024-02-02,Low,0,0,0,0,12324871.01,28,2347853.09,16,37565649.44,263064.99,4684577.99,1503203.4700945506,0,0,1,0,1,4,10,Affluent Savers
21,Myo Oo,Male,1983-04-02,42,Single,Bachelor,Engineer,2596446.83,Mandalay,2021-02-01,myo.oo@gmail.com,959160849628,65,399,2024-02-28,High,0,0,0,0,46849244.84,NA,0,NA,NA,NA,NA,NA,0,1,0,0,3,1,11,Frequent Spenders
21,Myo Oo,Male,1983-04-02,42,Single,Bachelor,Engineer,2596446.83,Mandalay,2021-02-01,myo.oo@gmail.com,959160849628,66,399,2021-03-30,High,0,0,0,0,46849244.84,NA,0,NA,NA,NA,NA,NA,0,1,0,0,3,1,11,Frequent Spenders
